download_date,country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
2026-03-26 05:08:07,India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",26-03-2026 08:00:00,14.675886,77.593027,NO2,13,30,19
2026-03-26 05:08:07,India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",26-03-2026 08:00:00,14.675886,77.593027,NH3,4,8,5
2026-03-26 05:08:07,India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",26-03-2026 08:00:00,13.204880,79.097889,PM2.5,46,71,59
2026-03-26 05:08:07,India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",26-03-2026 08:00:00,13.204880,79.097889,CO,22,54,49
2026-03-26 05:08:07,India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",26-03-2026 08:00:00,13.204880,79.097889,OZONE,22,29,27
2026-03-26 05:08:07,India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB",26-03-2026 08:00:00,16.711754,81.092095,SO2,6,14,8
2026-03-26 05:08:07,India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",26-03-2026 08:00:00,16.316553,80.413302,CO,12,24,16
2026-03-26 05:08:07,India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",26-03-2026 08:00:00,14.465052,78.824187,SO2,9,19,16
2026-03-26 05:08:07,India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26-03-2026 08:00:00,26.146529,87.454184,NH3,4,5,5
2026-03-26 05:08:07,India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26-03-2026 08:00:00,26.146529,87.454184,SO2,NA,NA,NA
2026-03-26 05:08:07,India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",26-03-2026 08:00:00,25.5626095,84.663264,PM2.5,27,330,87
2026-03-26 05:08:07,India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",26-03-2026 08:00:00,24.75746,84.366208,SO2,12,16,13
2026-03-26 05:08:07,India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",26-03-2026 08:00:00,25.42742023,86.13886079,PM2.5,NA,NA,NA
2026-03-26 05:08:07,India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-03-2026 08:00:00,26.80365,84.51954,PM2.5,12,87,42
2026-03-26 05:08:07,India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-03-2026 08:00:00,26.80365,84.51954,SO2,30,55,47
2026-03-26 05:08:07,India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-03-2026 08:00:00,26.80365,84.51954,CO,24,53,44
2026-03-26 05:08:07,India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26-03-2026 08:00:00,26.349082,92.68449,OZONE,17,23,18
2026-03-26 05:08:07,India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-03-2026 08:00:00,26.446912,91.439057,NH3,6,6,6
